No,種類,名称,よみ,別名,別名よみ,グループ名,高さ,緯度,経度,都道府県,地域,備考
288,山岳,鬼怒沼山,きぬぬまやま,,,,2141,36.88277778,139.3716667,栃木県 群馬県,南会津・尾瀬,
289,山岳,朝日岳,あさひだけ,,,,1624,37.22111111,139.3397222,福島県,南会津・尾瀬,日本二百名山
290,山岳,丸山岳,まるやまだけ,,,,1820,37.17277778,139.3347222,福島県,南会津・尾瀬,
291,山岳,会津駒ヶ岳,あいづこまがたけ,,,,2133,37.0475,139.3536111,福島県,南会津・尾瀬,日本百名山
292,山岳,平ヶ岳,ひらがたけ,,,,2141,37.00194444,139.1708333,群馬県 新潟県,南会津・尾瀬,日本百名山
293,山岳,景鶴山,けいづるやま,,,,2004,36.95694444,139.2105556,群馬県 新潟県,南会津・尾瀬,
294,山岳,燧ヶ岳,ひうちがたけ,,,,2356,36.955,139.2852778,福島県,南会津・尾瀬,日本百名山
295,山岳,至仏山,しぶつさん,,,,2228,36.90361111,139.1733333,群馬県,南会津・尾瀬,日本百名山
296,山岳,武尊山,ほたかやま,,,,2158,36.80527778,139.1325,群馬県,南会津・尾瀬,日本百名山
297,山岳,御神楽岳,みかぐらだけ,,,,1386,37.52194444,139.4258333,新潟県,越後山脈,日本二百名山
298,山岳,粟ヶ岳,あわがたけ,,,,1293,37.55527778,139.1886111,新潟県,越後山脈,
299,山岳,矢筈岳,やはずだけ,,,,1257,37.5125,139.2661111,新潟県,越後山脈,
300,山岳,守門岳,すもんだけ,,,,1537,37.39777778,139.1366667,新潟県,越後山脈,日本二百名山
301,山岳,浅草岳,あさくさだけ,,,,1585,37.34361111,139.2336111,新潟県 福島県,越後山脈,
302,山岳,毛猛山,けもうやま,,,,1517,37.25666667,139.1752778,福島県 新潟県,越後山脈,
303,山岳,未丈ヶ岳,みじょうがたけ,,,,1553,37.18333333,139.1894444,新潟県,越後山脈,
304,山岳,越後駒ヶ岳,えちごこまがたけ,,,越後三山,2003,37.12361111,139.0752778,新潟県,越後山脈,日本百名山
305,山岳,八海山,はっかいさん,入道岳,にゅうどうだけ,越後三山,1778,37.10388889,139.0247222,新潟県,越後山脈,日本二百名山
306,山岳,中ノ岳,なかのだけ,,,越後三山,2085,37.08527778,139.0775,新潟県,越後山脈,日本二百名山
307,山岳,荒沢岳,あらさわだけ,,,,1969,37.10055556,139.1480556,新潟県,越後山脈,日本二百名山
308,山岳,下津川山,しもつごうやま,,,,1928,36.99472222,139.05,新潟県 群馬県,越後山脈,
309,山岳,巻機山,まきはたやま,,,,1967,36.97861111,138.9641667,群馬県 新潟県,越後山脈,日本百名山
310,山岳,大源太山,だいげんたさん,,,,1598,36.9025,138.9269444,新潟県,越後山脈,
311,山岳,朝日岳,あさひだけ,,,,1945,36.88055556,138.9725,群馬県,越後山脈,
312,山岳,白毛門,しらがもん,,,,1720,36.85972222,138.9672222,群馬県,越後山脈,
313,山岳,茂倉岳,しげくらだけ,,,谷川,1978,36.84916667,138.9166667,群馬県 新潟県,越後山脈,
315,山岳,オキノ耳,おきのみみ,,,谷川,1977,36.83722222,138.93,群馬県 新潟県,越後山脈,日本百名山
316,山岳,万太郎山,まんたろうさん,,,谷川,1954,36.82416667,138.8791667,群馬県 新潟県,越後山脈,
317,山岳,仙ノ倉山,せんのくらやま,,,谷川,2026,36.8175,138.8394444,群馬県 新潟県,越後山脈,日本二百名山
318,山岳,吾妻耶山,あづまやさん,,,,1341,36.74638889,138.9272222,群馬県,越後山脈,
319,山岳,苗場山,なえばさん,,,,2145,36.84583333,138.6902778,新潟県 長野県,苗場山・白根山・浅間山,日本百名山
320,山岳,佐武流山,さぶりゅうやま,,,,2192,36.77222222,138.6705556,新潟県 長野県,苗場山・白根山・浅間山,日本二百名山
321,山岳,白砂山,しらすなやま,,,,2140,36.73805556,138.6936111,群馬県 長野県,苗場山・白根山・浅間山,日本二百名山
322,山岳,鳥甲山,とりかぶとやま,,,,2038,36.83916667,138.5838889,長野県,苗場山・白根山・浅間山,日本二百名山
323,山岳,高社山,こうしゃさん,,,,1351,36.79916667,138.4038889,長野県,苗場山・白根山・浅間山,
325,山岳,岩菅山,いわすげやま,,,,2295,36.74194444,138.5594444,長野県,苗場山・白根山・浅間山,日本二百名山
326,山岳,志賀山,しがやま,,,,2037,36.70027778,138.5158333,長野県,苗場山・白根山・浅間山,
327,山岳,笠ヶ岳,かさがたけ,,,,2076,36.67666667,138.4813889,長野県,苗場山・白根山・浅間山,
328,山岳,横手山,よこてやま,,,,2307,36.66888889,138.5258333,群馬県 長野県,苗場山・白根山・浅間山,
330,山岳,草津白根山,くさつしらねさん,本白根山,もとしらねさん,,2171,36.62277778,138.5319444,群馬県,苗場山・白根山・浅間山,日本百名山
331,山岳,四阿山,あずまやさん,,,,2354,36.54166667,138.4130556,長野県 群馬県,苗場山・白根山・浅間山,日本百名山
333,山岳,湯ノ丸山,ゆのまるやま,,,,2101,36.43472222,138.4011111,長野県 群馬県,苗場山・白根山・浅間山,
334,山岳,篭ノ登山,かごのとやま,,,,2228,36.41944444,138.4472222,長野県 群馬県,苗場山・白根山・浅間山,
335,山岳,浅間山,あさまやま,,,,2568,36.40666667,138.5230556,群馬県 長野県,苗場山・白根山・浅間山,日本百名山
336,山岳,浅間隠山,あさまかくしやま,,,,1757,36.45361111,138.6525,群馬県,苗場山・白根山・浅間山,日本二百名山
337,山岳,鼻曲山,はなまがりやま,,,,1655,36.41083333,138.6455556,群馬県,苗場山・白根山・浅間山,
338,山岳,榛名山,はるなさん,掃部ヶ岳,かもんがたけ,,1449,36.4775,138.8508333,群馬県,苗場山・白根山・浅間山,日本二百名山
339,山岳,子持山,こもちやま,,,,1296,36.59194444,138.9977778,群馬県,苗場山・白根山・浅間山,
340,山岳,妙義山,みょうぎさん,相馬岳,そうまだけ,,1104,36.29861111,138.7488889,群馬県,関東山地,日本二百名山
341,山岳,荒船山,あらふねやま,,,,1423,36.20388889,138.6372222,群馬県 長野県,関東山地,日本二百名山
342,山岳,赤久縄山,あかぐなやま,,,,1523,36.14361111,138.8433333,群馬県,関東山地,
343,山岳,御荷鉾山,みかぼやま,,,,1287,36.15222222,138.9183333,群馬県,関東山地,
344,山岳,二子山,ふたごやま,,,,1166,36.06972222,138.8636111,埼玉県,関東山地,
345,山岳,両神山,りょうかみさん,,,,1723,36.02333333,138.8413889,埼玉県,関東山地,日本百名山
346,山岳,御座山,おぐらさん,,,,2112,36.03388889,138.6066667,長野県,関東山地,日本二百名山
348,山岳,甲武信ヶ岳,こぶしがたけ,,,奥秩父,2475,35.90888889,138.7288889,埼玉県 山梨県 長野県,関東山地,日本百名山
350,山岳,瑞牆山,みずがきやま,,,奥秩父,2230,35.89333333,138.5919444,山梨県,関東山地,日本百名山
351,山岳,金峰山,きんぷさん,,,奥秩父,2599,35.87138889,138.6252778,山梨県 長野県,関東山地,日本百名山
353,山岳,国師ヶ岳,こくしがたけ,,,奥秩父,2592,35.87083333,138.6730556,山梨県 長野県,関東山地,
355,山岳,乾徳山,けんとくさん,,,,2031,35.82305556,138.715,山梨県,関東山地,日本二百名山
356,山岳,小楢山,こならやま,,,,1713,35.78166667,138.6641667,山梨県,関東山地,
357,山岳,茅ヶ岳,かやがたけ,,,,1704,35.795,138.5138889,山梨県,関東山地,日本二百名山
358,山岳,堂平山,どうだいらさん,,,,876,36.00583333,139.19,埼玉県,関東山地,
359,山岳,武甲山,ぶこうさん,,,,1304,35.95166667,139.0977778,埼玉県,関東山地,日本二百名山
360,山岳,伊豆ヶ岳,いずがたけ,,,,851,35.92694444,139.1605556,埼玉県,関東山地,
361,山岳,川乗山,かわのりやま,,,,1363,35.85083333,139.1069444,東京都,関東山地,
362,山岳,酉谷山,とりだにやま,,,,1718,35.89722222,139.0102778,埼玉県 東京都,関東山地,
363,山岳,雲取山,くもとりやま,,,奥秩父,2017,35.85555556,138.9438889,埼玉県 東京都,関東山地,日本百名山
364,山岳,白石山,はくせきさん,,,奥秩父,2036,35.89944444,138.8780556,埼玉県,関東山地,日本二百名山
365,山岳,唐松尾山,からまつおやま,,,奥秩父,2109,35.86777778,138.8452778,埼玉県 山梨県,関東山地,
366,山岳,大洞山,おおぼらやま,飛龍山,ひりゅうやま,奥秩父,2077,35.84,138.8922222,埼玉県 山梨県,関東山地,
367,山岳,鶏冠山,けいかんやま,黒川山,くろかわやま,,1716,35.78861111,138.8358333,山梨県,関東山地,
368,山岳,大菩薩嶺,だいぼさつれい,,,,2057,35.74888889,138.8455556,山梨県,関東山地,日本百名山
369,山岳,小金沢山,こがねざわやま,,,,2014,35.71694444,138.8566667,山梨県,関東山地,
370,山岳,雁ケ腹摺山,がんがはらすりやま,,,,1874,35.68694444,138.885,山梨県,関東山地,
371,山岳,権現山,ごんげんやま,,,,1312,35.66777778,139.0213889,山梨県,関東山地,
372,山岳,扇山,おうぎやま,,,,1138,35.63722222,139.0138889,山梨県,関東山地,
373,山岳,三頭山,みとうさん,,,,1531,35.73916667,139.0138889,東京都,関東山地,
374,山岳,大岳山,おおだけさん,,,,1266,35.76527778,139.1302778,東京都,関東山地,日本二百名山
375,山岳,陣馬山,じんばさん,,,,855,35.65222222,139.1666667,東京都 神奈川県,関東山地,
376,山岳,高尾山,たかおさん,,,,599,35.62527778,139.2436111,東京都,関東山地,
377,山岳,清澄山,きよすみやま,妙見山,みょうけんやま,,377,35.1625,140.1522222,千葉県,房総・三浦,
378,山岳,鹿野山,かのうざん,,,,379,35.25555556,139.9716667,千葉県,房総・三浦,
379,山岳,鋸山,のこぎりやま,,,,329,35.16027778,139.8408333,千葉県,房総・三浦,
380,山岳,富山,とみさん,,,,349,35.09888889,139.8813889,千葉県,房総・三浦,
381,山岳,伊予ヶ岳,いよがたけ,,,,336,35.10722222,139.9138889,千葉県,房総・三浦,
382,山岳,愛宕山,あたごやま,,,,408,35.115,139.9869444,千葉県,房総・三浦,
383,山岳,大山,おおやま,,,,193,34.96416667,139.7777778,千葉県,房総・三浦,
384,山岳,大楠山,おおぐすやま,,,,241,35.25,139.6280556,神奈川県,房総・三浦,
385,山岳,大山,おおやま,,,丹沢,1252,35.44083333,139.2313889,神奈川県,丹沢山地,
386,山岳,蛭ヶ岳,ひるがたけ,,,丹沢,1673,35.48638889,139.1388889,神奈川県,丹沢山地,
387,山岳,丹沢山,たんざわさん,,,丹沢,1567,35.47416667,139.1627778,神奈川県,丹沢山地,日本百名山
388,山岳,塔ノ岳,とうのだけ,,,丹沢,1491,35.45416667,139.1633333,神奈川県,丹沢山地,
389,山岳,大室山,おおむろやま,,,丹沢,1587,35.51083333,139.0686111,神奈川県 山梨県,丹沢山地,
390,山岳,御正体山,みしょうたいやま,,,,1681,35.48694444,138.9316667,山梨県,丹沢山地,日本二百名山
391,山岳,菰釣山,こもつるしやま,,,,1379,35.46388889,138.9786111,神奈川県 山梨県,丹沢山地,
392,山岳,三ッ峠山,みつとうげやま,,,,1785,35.54916667,138.8091667,山梨県,富士山とその周辺,日本二百名山
393,山岳,黒岳,くろたけ,,,,1793,35.55194444,138.7494444,山梨県,富士山とその周辺,
394,山岳,釈迦ヶ岳,しゃかがたけ,,,,1641,35.56305556,138.7202778,山梨県,富士山とその周辺,
395,山岳,節刀ヶ岳,せっとうがたけ,,,,1736,35.52861111,138.6833333,山梨県,富士山とその周辺,
396,山岳,富士山,ふじさん,,,,3776,35.36083333,138.7275,山梨県 静岡県,富士山とその周辺,日本百名山
397,山岳,愛鷹山,あしたかやま,越前岳,えちぜんだけ,,1504,35.23805556,138.7938889,静岡県,富士山とその周辺,日本二百名山
398,山岳,毛無山,けなしやま,,,,1964,35.41583333,138.5438889,山梨県 静岡県,富士山とその周辺,日本二百名山
399,山岳,天子ヶ岳,てんしがたけ,,,,1330,35.32916667,138.5366667,静岡県,富士山とその周辺,
400,山岳,箱根山,はこねやま,神山,かみやま,,1438,35.23333333,139.0208333,神奈川県,箱根山・伊豆半島,
401,山岳,金時山,きんときざん,,,,1212,35.28972222,139.005,静岡県 神奈川県,箱根山・伊豆半島,
402,山岳,玄岳,くろたけ,,,,798,35.08166667,139.0280556,静岡県,箱根山・伊豆半島,
403,山岳,大室山,おおむろやま,,,,580,34.90305556,139.0947222,静岡県,箱根山・伊豆半島,
404,山岳,天城山,あまぎさん,万三郎岳,ばんざぶろうだけ,,1406,34.86277778,139.0016667,静岡県,箱根山・伊豆半島,日本百名山
405,山岳,達磨山,だるまやま,,,,982,34.955,138.8391667,静岡県,箱根山・伊豆半島,
406,山岳,長九郎山,ちょうくろうやま,,,,996,34.78833333,138.8680556,静岡県,箱根山・伊豆半島,
407,島,三原山,みはらやま,,,,758,34.72444444,139.3944444,東京都,伊豆諸島（大島）,
408,島,宮塚山,みやつかやま,,,,508,34.52027778,139.2791667,東京都,伊豆諸島（利島）,
409,島,天上山,てんじょうさん,,,,572,34.21944444,139.1530556,東京都,伊豆諸島（神津島）,
410,島,雄山,おやま,,,,775,34.09361111,139.5261111,東京都,伊豆諸島（三宅島）,
411,島,御山,おやま,,,,851,33.87444444,139.6019444,東京都,伊豆諸島（御蔵島）,
412,島,西山,にしやま,,,,854,33.13694444,139.7661111,東京都,伊豆諸島（八丈島）,
413,島,硫黄山,いおうやま,,,,394,30.48388889,140.3030556,東京都,伊豆諸島（鳥島）,
414,島,中央山,ちゅうおうざん,,,,320,27.07333333,142.2186111,東京都,小笠原諸島（父島）,
415,島,乳房山,ちぶさやま,,,,463,26.65944444,142.1613889,東京都,小笠原諸島（母島）,
416,島,榊ヶ峰,さかきがみね,,,,792,25.42805556,141.2808333,東京都,小笠原諸島（北硫黄島）,
417,島,摺鉢山,すりばちやま,,,,170,24.75055556,141.2891667,東京都,小笠原諸島（硫黄島）,
418,島,南硫黄島,みなみいおうじま,,,,916,24.23388889,141.4633333,東京都,小笠原諸島（南硫黄島）,
419,島,金北山,きんぽくさん,,,,1172,38.10388889,138.3497222,新潟県,佐渡,
420,島,大地山,おおじやま,,,,646,37.95861111,138.4797222,新潟県,佐渡,
421,山岳,弥彦山,やひこやま,,,,634,37.70472222,138.8088889,新潟県,東頸城丘陵,
422,山岳,米山,よねやま,,,,993,37.28944444,138.4838889,新潟県,東頸城丘陵,
423,山岳,黒姫山,くろひめさん,,,,891,37.22611111,138.5922222,新潟県,東頸城丘陵,
424,山岳,菱ヶ岳,ひしがたけ,,,,1129,37.03222222,138.4933333,新潟県,東頸城丘陵,
425,山岳,斑尾山,まだらおやま,,,,1382,36.8375,138.2744444,長野県,東頸城丘陵,
426,山岳,鉾ヶ岳,ほこがたけ,,,,1316,37.02861111,138.0263889,新潟県,妙高山とその周辺,
427,山岳,駒ヶ岳,こまがたけ,,,,1498,36.94277778,137.9483333,新潟県,妙高山とその周辺,
428,山岳,鋸岳,のこぎりだけ,,,,1631,36.93194444,137.9688889,新潟県,海谷山地,
429,山岳,焼山,やけやま,,,妙高,2400,36.92083333,138.0358333,新潟県,妙高山とその周辺,
430,山岳,雨飾山,あまかざりやま,,,妙高,1963,36.90194444,137.9625,新潟県 長野県,妙高山とその周辺,日本百名山
431,山岳,火打山,ひうちやま,,,妙高,2462,36.92277778,138.0680556,新潟県,妙高山とその周辺,日本百名山
432,山岳,妙高山,みょうこうさん,,,妙高,2454,36.89138889,138.1133333,新潟県,妙高山とその周辺,日本百名山
433,山岳,黒姫山,くろひめやま,,,,2053,36.81333333,138.1272222,長野県,妙高山とその周辺,日本二百名山
434,山岳,高妻山,たかつまやま,,,,2353,36.8,138.0519444,新潟県 長野県,妙高山とその周辺,日本百名山
435,山岳,戸隠山,とがくしやま,,,,1904,36.77027778,138.055,長野県,妙高山とその周辺,日本二百名山
436,山岳,飯縄山,いいづなやま,,,,1917,36.73944444,138.1336111,長野県,妙高山とその周辺,日本二百名山
437,山岳,虫倉山,むしくらやま,,,,1378,36.64972222,138.0191667,長野県,妙高山とその周辺,
438,山岳,聖山,ひじりやま,,,,1447,36.48416667,138.0213889,長野県,筑摩山地,
439,山岳,冠着山,かむりきやま,姨捨山,おばすてやま,,1252,36.46888889,138.1066667,長野県,筑摩山地,
440,山岳,美ヶ原,うつくしがはら,王ヶ頭,おうがとう,,2034,36.22583333,138.1075,長野県,筑摩山地,日本百名山
441,山岳,鉢伏山,はちぶせやま,,,,1929,36.16305556,138.0591667,長野県,筑摩山地,
442,山岳,霧ヶ峰,きりがみね,車山,くるまやま,,1925,36.10305556,138.1966667,長野県,霧ヶ峰・八ヶ岳,日本百名山
443,山岳,蓼科山,たてしなやま,,,八ヶ岳,2531,36.10361111,138.295,長野県,霧ヶ峰・八ヶ岳,日本百名山
444,山岳,横岳,よこだけ,,,八ヶ岳,2480,36.0875,138.32,長野県,霧ヶ峰・八ヶ岳,
445,山岳,縞枯山,しまがれやま,,,八ヶ岳,2403,36.07555556,138.3311111,長野県,霧ヶ峰・八ヶ岳,
446,山岳,天狗岳,てんぐだけ,,,八ヶ岳,2646,36.01916667,138.3555556,長野県,霧ヶ峰・八ヶ岳,日本二百名山
448,山岳,硫黄岳,いおうだけ,,,八ヶ岳,2760,35.99861111,138.37,長野県,霧ヶ峰・八ヶ岳,
449,山岳,横岳,よこだけ,,,八ヶ岳,2829,35.98472222,138.3736111,長野県,霧ヶ峰・八ヶ岳,
450,山岳,赤岳,あかだけ,,,八ヶ岳,2899,35.97083333,138.37,長野県 山梨県,霧ヶ峰・八ヶ岳,日本百名山
451,山岳,阿弥陀岳,あみだだけ,,,八ヶ岳,2805,35.97222222,138.3588889,長野県,霧ヶ峰・八ヶ岳,
452,山岳,権現岳,ごんげんだけ,,,八ヶ岳,2715,35.94972222,138.3597222,山梨県,霧ヶ峰・八ヶ岳,
455,山岳,編笠山,あみがさやま,,,八ヶ岳,2524,35.94166667,138.345,山梨県 長野県,霧ヶ峰・八ヶ岳,
456,山岳,黒姫山,くろひめやま,,,,1221,36.97666667,137.79,新潟県,飛騨山脈北部,
457,山岳,明星山,みょうじょうさん,,,,1188,36.94083333,137.8219444,新潟県,飛騨山脈北部,
458,山岳,犬ヶ岳,いぬがだけ,,,,1592,36.90694444,137.7155556,新潟県 富山県,飛騨山脈北部,
459,山岳,朝日岳,あさひだけ,,,北アルプス,2418,36.82666667,137.73,新潟県 富山県,後立山連峰,
460,山岳,雪倉岳,ゆきくらだけ,,,北アルプス,2611,36.79472222,137.7541667,新潟県 富山県,後立山連峰,日本二百名山
465,山岳,白馬岳,しろうまだけ,,,北アルプス,2932,36.75861111,137.7586111,富山県 長野県,後立山連峰,日本百名山
470,山岳,唐松岳,からまつだけ,,,北アルプス,2696,36.68722222,137.7547222,富山県 長野県,後立山連峰,
471,山岳,五龍岳,ごりゅうだけ,,,北アルプス,2814,36.65833333,137.7527778,富山県,後立山連峰,日本百名山
472,山岳,鹿島槍ヶ岳,かしまやりがたけ,,,北アルプス,2889,36.62444444,137.7469444,富山県 長野県,後立山連峰,日本百名山
473,山岳,爺ヶ岳,じいがたけ,,,北アルプス,2670,36.58833333,137.7508333,富山県 長野県,後立山連峰,
475,山岳,鳴沢岳,なるさわだけ,,,北アルプス,2641,36.56861111,137.6955556,富山県 長野県,後立山連峰,
478,山岳,針ノ木岳,はりのきだけ,,,北アルプス,2821,36.53805556,137.6844444,富山県 長野県,後立山連峰,日本二百名山
479,山岳,蓮華岳,れんげだけ,,,北アルプス,2799,36.53583333,137.7105556,富山県 長野県,後立山連峰,
481,山岳,不動岳,ふどうだけ,,,北アルプス,2601,36.49527778,137.6672222,富山県 長野県,後立山連峰,
483,山岳,烏帽子岳,えぼしだけ,,,北アルプス,2628,36.47944444,137.6508333,富山県 長野県,後立山連峰,日本二百名山
484,山岳,三ッ岳,みつだけ,,,北アルプス,2845,36.45472222,137.6494444,富山県 長野県,黒部源頭,
485,山岳,野口五郎岳,のぐちごろうだけ,,,北アルプス,2924,36.43277778,137.6377778,富山県 長野県,黒部源頭,
487,山岳,赤牛岳,あかうしだけ,,,北アルプス,2864,36.46166667,137.6033333,富山県,黒部源頭,日本二百名山
488,山岳,水晶岳,すいしょうだけ,黒岳,くろだけ,北アルプス,2986,36.42638889,137.6027778,富山県,黒部源頭,日本百名山
490,山岳,鷲羽岳,わしばだけ,,,北アルプス,2924,36.40305556,137.6052778,富山県 長野県,黒部源頭,日本百名山
491,山岳,三俣蓮華岳,みつまたれんげだけ,,,北アルプス,2841,36.39,137.5877778,富山県 岐阜県 長野県,黒部源頭,
492,山岳,僧ヶ岳,そうがだけ,,,,1855,36.76166667,137.5636111,富山県,立山連峰,
493,山岳,毛勝山,けかつやま,,,,2415,36.70111111,137.5908333,富山県,立山連峰,日本二百名山
496,山岳,剱岳,つるぎだけ,,,北アルプス,2999,36.62333333,137.6169444,富山県,立山連峰,日本百名山
499,山岳,奥大日岳,おくだいにちだけ,,,北アルプス,2611,36.59833333,137.5808333,富山県,立山連峰,日本二百名山
500,山岳,大日岳,だいにちだけ,,,北アルプス,2501,36.59944444,137.55,富山県,立山連峰,
502,山岳,立山,たてやま,大汝山,おおなんじやま,北アルプス,3015,36.57583333,137.6197222,富山県,立山連峰,日本百名山
504,山岳,龍王岳,りゅうおうだけ,,,北アルプス,2872,36.56472222,137.6072222,富山県,立山連峰,
506,山岳,鷲岳,わしだけ,,,北アルプス,2617,36.54194444,137.5872222,富山県,立山連峰,
508,山岳,越中沢岳,えっちゅうざわだけ,,,北アルプス,2592,36.515,137.5830556,富山県,立山連峰,
509,山岳,鍬崎山,くわさきやま,,,,2090,36.54,137.4780556,富山県,飛騨山脈北部,
510,山岳,薬師岳,やくしだけ,,,北アルプス,2926,36.46888889,137.5447222,富山県,立山連峰,日本百名山
512,山岳,黒部五郎岳,くろべごろうだけ,中ノ俣岳,なかのまただけ,北アルプス,2840,36.3925,137.54,富山県 岐阜県,立山連峰,日本百名山
513,山岳,双六岳,すごろくだけ,,,北アルプス,2860,36.37194444,137.5872222,長野県 岐阜県,笠ヶ岳山塊,
517,山岳,笠ヶ岳,かさがたけ,,,北アルプス,2898,36.31555556,137.5502778,岐阜県,笠ヶ岳山塊,日本百名山
518,山岳,錫杖岳,しゃくじょうだけ,,,北アルプス,2168,36.28194444,137.5472222,岐阜県,笠ヶ岳山塊,
521,山岳,餓鬼岳,がきだけ,,,北アルプス,2647,36.44722222,137.7361111,長野県,常念山脈,日本二百名山
522,山岳,燕岳,つばくろだけ,,,北アルプス,2763,36.40694444,137.7127778,長野県,常念山脈,日本二百名山
523,山岳,有明山,ありあけやま,,,,2268,36.39111111,137.7705556,長野県,飛騨山脈北部,日本二百名山
524,山岳,大天井岳,だいてんじょうだけ,,,北アルプス,2922,36.365,137.7011111,長野県,常念山脈,日本二百名山
527,山岳,常念岳,じょうねんだけ,,,北アルプス,2857,36.32555556,137.7275,長野県,常念山脈,日本百名山
528,山岳,蝶ヶ岳,ちょうがたけ,,,北アルプス,2677,36.2875,137.7261111,長野県,常念山脈,
533,山岳,槍ヶ岳,やりがたけ,,,北アルプス,3180,36.34194444,137.6475,長野県,穂高連峰,日本百名山
535,山岳,中岳,なかだけ,,,北アルプス,3084,36.32972222,137.6466667,長野県 岐阜県,穂高連峰,
537,山岳,北穂高岳,きたほたかだけ,,,北アルプス,3106,36.3025,137.6519444,長野県 岐阜県,穂高連峰,
539,山岳,奥穂高岳,おくほたかだけ,,,北アルプス,3190,36.28916667,137.6480556,長野県 岐阜県,穂高連峰,日本百名山
540,山岳,前穂高岳,まえほたかだけ,,,北アルプス,3090,36.28194444,137.6605556,長野県,穂高連峰,
541,山岳,西穂高岳,にしほたかだけ,,,北アルプス,2909,36.27888889,137.6291667,長野県 岐阜県,穂高連峰,
542,山岳,焼岳,やけだけ,,,北アルプス,2455,36.22694444,137.5869444,長野県 岐阜県,穂高連峰,日本百名山
543,山岳,霞沢岳,かすみざわだけ,,,,2646,36.22111111,137.6405556,長野県,飛騨山脈南部,日本二百名山
544,山岳,十石山,じゅっこくやま,,,,2525,36.16361111,137.5905556,長野県 岐阜県,飛騨山脈南部,
545,山岳,輝山,てらしやま,,,,2063,36.19416667,137.5222222,岐阜県,飛騨山脈南部,
546,山岳,乗鞍岳,のりくらだけ,,,,3026,36.10638889,137.5536111,岐阜県 長野県,飛騨山脈南部,日本百名山
547,山岳,鎌ヶ峰,かまがみね,,,,2121,36.02666667,137.5991667,長野県 岐阜県,飛騨山脈南部,
548,山岳,鉢盛山,はちもりやま,,,,2447,36.08666667,137.7547222,長野県,飛騨山脈南部,
